"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 08- 28","38,700","37,985","39,115","37,770","391.11K","1.96%"
"2024- 08- 27","37,955","38,080","38,475","37,790","187.55K","-0.68%"
"2024- 08- 26","38,215","38,100","38,280","37,750","224.25K","0.57%"
"2024- 08- 23","38,000","36,530","38,000","36,530","160.27K","2.56%"
"2024- 08- 22","37,050","36,745","37,200","36,565","142.20K","-0.31%"
"2024- 08- 21","37,165","37,835","38,145","36,900","372.49K","-1.13%"
"2024- 08- 20","37,590","37,930","38,035","37,480","172.79K","-0.45%"
"2024- 08- 19","37,760","37,490","37,970","37,485","402.80K","0.72%"
"2024- 08- 16","37,490","36,920","37,570","36,725","241.54K","2.81%"
"2024- 08- 14","36,465","36,585","36,670","36,130","106.11K","0.41%"
"2024- 08- 13","36,315","36,780","36,900","35,815","130.24K","-1.78%"
"2024- 08- 12","36,975","36,905","37,435","36,800","200.27K","0.80%"
"2024- 08- 09","36,680","36,720","37,170","36,510","221.46K","0.64%"
"2024- 08- 08","36,445","35,655","36,610","35,605","136.62K","0.93%"
"2024- 08- 07","36,110","34,460","36,580","34,455","343.16K","4.62%"
"2024- 08- 06","34,515","33,990","35,100","33,650","182.27K","3.31%"
"2024- 08- 05","33,410","35,195","35,195","31,915","402.88K","-6.60%"
"2024- 08- 02","35,770","36,415","36,670","35,650","169.42K","-3.25%"
"2024- 08- 01","36,970","36,615","37,320","36,495","119.12K","0.30%"
"2024- 07- 31","36,860","37,170","37,355","36,195","239.04K","-0.85%"
"2024- 07- 30","37,175","36,825","37,175","36,425","180.81K","0.54%"
"2024- 07- 29","36,975","36,300","36,985","36,300","202.22K","2.24%"
"2024- 07- 26","36,165","35,740","36,470","35,735","82.00K","1.13%"
"2024- 07- 25","35,760","35,945","36,600","35,610","122.11K","-1.66%"
"2024- 07- 24","36,365","35,520","36,415","35,475","216.66K","1.98%"
"2024- 07- 23","35,660","35,425","36,065","35,425","81.19K","0.95%"
"2024- 07- 22","35,325","35,320","35,640","35,110","204.26K","-0.08%"
"2024- 07- 19","35,355","35,360","35,450","34,950","223.71K","-0.20%"
"2024- 07- 18","35,425","35,650","35,860","35,315","180.94K","-1.27%"
"2024- 07- 17","35,880","35,525","36,060","35,425","250.89K","1.00%"
"2024- 07- 16","35,525","35,785","36,000","35,140","76.04K","-0.64%"
"2024- 07- 15","35,755","35,835","36,080","35,670","158.79K","0.44%"
"2024- 07- 12","35,600","35,120","35,880","35,080","103.40K","0.56%"
"2024- 07- 11","35,400","35,600","35,695","35,185","93.81K","-0.80%"
"2024- 07- 10","35,685","35,520","35,785","35,255","168.30K","0.38%"
"2024- 07- 09","35,550","35,105","35,550","35,105","144.27K","0.68%"
"2024- 07- 08","35,310","35,525","35,640","34,960","241.44K","0.03%"
"2024- 07- 05","35,300","33,900","35,300","33,880","499.14K","4.69%"
"2024- 07- 04","33,720","33,435","33,925","33,370","127.47K","1.08%"
"2024- 07- 03","33,360","33,070","33,430","32,715","158.01K","2.30%"
"2024- 07- 02","32,610","32,990","32,990","32,225","53.87K","-1.20%"
"2024- 07- 01","33,005","32,000","33,030","31,995","151.50K","3.14%"
"2024- 06- 28","32,000","32,150","32,270","31,930","33.99K","-0.56%"
"2024- 06- 27","32,180","32,170","32,685","32,030","27.25K","-0.85%"
"2024- 06- 26","32,455","32,840","32,905","32,125","56.68K","-1.53%"
"2024- 06- 25","32,960","32,595","33,020","32,510","57.83K","1.38%"
"2024- 06- 24","32,510","32,635","32,910","32,320","97.44K","-0.29%"
"2024- 06- 21","32,605","32,330","32,605","32,210","29.47K","0.46%"
"2024- 06- 20","32,455","32,300","32,610","32,225","60.89K","0.48%"
"2024- 06- 19","32,300","32,335","32,625","32,030","44.86K","0.03%"
"2024- 06- 18","32,290","32,185","32,400","31,955","47.27K","0.53%"
"2024- 06- 17","32,120","31,995","32,135","31,855","43.16K","-0.05%"
"2024- 06- 14","32,135","32,290","32,505","31,920","63.94K","-0.65%"
"2024- 06- 13","32,345","32,905","33,180","32,315","118.89K","-0.52%"
"2024- 06- 12","32,515","32,745","32,840","32,250","73.63K","-0.64%"
"2024- 06- 11","32,725","32,355","32,980","32,255","56.57K","1.38%"
"2024- 06- 10","32,280","32,685","32,685","32,205","46.78K","-1.68%"
"2024- 06- 07","32,830","32,485","32,915","32,245","87.42K","1.63%"
"2024- 06- 05","32,305","32,150","32,495","31,825","67.43K","0.65%"
"2024- 06- 04","32,095","31,070","32,240","31,060","167.46K","2.89%"
"2024- 06- 03","31,195","30,750","31,390","30,620","121.76K","1.78%"
"2024- 05- 31","30,650","30,735","30,935","30,290","50.18K","0.39%"
"2024- 05- 30","30,530","30,690","31,060","30,520","25.97K","-1.04%"
"2024- 05- 29","30,850","31,015","31,075","30,760","31.06K","-1.39%"
"2024- 05- 28","31,285","30,900","31,480","30,800","62.61K","1.12%"
"2024- 05- 27","30,940","30,855","30,960","30,540","44.00K","0.32%"
"2024- 05- 24","30,840","30,770","30,970","30,505","89.40K","-0.23%"
"2024- 05- 23","30,910","31,205","31,470","30,910","58.80K","-1.20%"
"2024- 05- 22","31,285","31,750","31,755","31,180","51.45K","-0.68%"
"2024- 05- 21","31,500","31,445","31,545","31,190","89.56K","0.22%"
"2024- 05- 20","31,430","31,125","31,670","31,100","137.82K","0.14%"
"2024- 05- 17","31,385","32,085","32,200","31,310","494.39K","-6.62%"
"2024- 05- 16","33,610","33,670","34,315","33,475","68.24K","1.33%"
"2024- 05- 14","33,170","33,120","33,575","33,120","42.86K","0.20%"
"2024- 05- 13","33,105","33,500","33,680","32,990","100.12K","-1.72%"
"2024- 05- 10","33,685","33,955","34,225","33,615","31.95K","-0.30%"
"2024- 05- 09","33,785","34,085","34,235","33,785","29.56K","-0.88%"
"2024- 05- 08","34,085","34,130","34,325","33,605","48.38K","-0.04%"
"2024- 05- 07","34,100","34,070","34,525","33,975","67.55K","1.25%"
"2024- 05- 03","33,680","33,830","34,070","33,645","42.01K","-0.55%"
"2024- 05- 02","33,865","34,065","34,225","33,815","52.91K","-0.86%"
"2024- 04- 30","34,160","33,595","34,395","33,550","79.37K","1.07%"
"2024- 04- 29","33,800","33,240","33,800","33,240","53.26K","1.65%"
"2024- 04- 26","33,250","33,320","33,720","32,850","57.78K","-0.17%"
"2024- 04- 25","33,305","33,495","33,750","33,255","45.50K","-1.32%"
"2024- 04- 24","33,750","33,765","33,815","33,355","60.27K","0.67%"
"2024- 04- 23","33,525","33,080","33,590","32,945","75.27K","0.81%"
"2024- 04- 22","33,255","32,750","33,560","32,750","70.89K","2.80%"
"2024- 04- 19","32,350","32,330","32,565","31,610","99.78K","-1.13%"
"2024- 04- 18","32,720","31,630","32,800","31,630","64.69K","3.45%"
"2024- 04- 17","31,630","32,085","32,325","31,580","82.73K","-0.97%"
"2024- 04- 16","31,940","32,320","32,580","31,830","79.54K","-2.56%"
"2024- 04- 15","32,780","32,505","32,935","32,380","64.67K","-0.71%"
"2024- 04- 12","33,015","32,600","33,025","32,330","76.68K","1.93%"
"2024- 04- 11","32,390","32,465","32,760","32,305","62.92K","-1.48%"
"2024- 04- 09","32,875","33,210","33,530","32,745","80.29K","-0.80%"
"2024- 04- 08","33,140","32,640","33,310","32,285","103.43K","1.67%"
"2024- 04- 05","32,595","32,995","33,020","32,390","170.60K","-1.94%"
"2024- 04- 04","33,240","33,750","33,940","33,075","109.95K","-1.03%"
"2024- 04- 03","33,585","33,905","33,920","33,090","279.27K","-1.61%"
"2024- 04- 02","34,135","35,260","35,300","34,025","322.30K","-3.33%"
"2024- 04- 01","35,310","35,610","35,925","35,310","162.43K","-0.76%"
"2024- 03- 29","35,580","35,915","36,195","35,530","193.24K","-0.86%"
"2024- 03- 28","35,890","35,805","36,340","35,535","238.06K","0.22%"
"2024- 03- 27","35,810","36,625","36,665","35,690","356.06K","-2.89%"
"2024- 03- 26","36,875","36,900","37,520","36,340","380.15K","0.05%"
"2024- 03- 25","36,855","35,990","36,895","35,900","315.98K","3.25%"
"2024- 03- 22","35,695","35,350","35,800","35,350","110.62K","0.38%"
"2024- 03- 21","35,560","35,000","35,695","34,895","158.35K","2.18%"
"2024- 03- 20","34,800","35,090","35,325","34,630","137.06K","-0.61%"
"2024- 03- 19","35,015","34,780","35,030","34,420","110.69K","0.57%"
"2024- 03- 18","34,815","34,340","35,310","34,340","213.61K","1.49%"
"2024- 03- 15","34,305","34,755","34,820","34,055","112.50K","-1.05%"
"2024- 03- 14","34,670","34,285","34,785","34,285","199.22K","1.09%"
"2024- 03- 13","34,295","34,400","34,800","33,390","345.82K","-0.35%"
"2024- 03- 12","34,415","33,910","34,460","33,820","153.18K","1.12%"
"2024- 03- 11","34,035","34,060","34,420","33,895","253.41K","0.22%"
"2024- 03- 10","33,960","33,960","33,960","33,960","","0.00%"
"2024- 03- 08","33,960","32,525","33,960","32,525","357.52K","4.49%"
"2024- 03- 07","32,500","32,885","33,105","32,165","238.68K","-0.75%"
"2024- 03- 06","32,745","32,175","32,745","32,000","192.35K","1.63%"
"2024- 03- 05","32,220","31,650","32,315","31,630","83.42K","1.35%"
"2024- 03- 04","31,790","31,785","32,090","31,530","81.65K","0.02%"
"2024- 02- 29","31,785","32,185","32,185","31,700","97.38K","-1.41%"
"2024- 02- 28","32,240","31,960","32,240","31,695","126.76K","0.86%"
"2024- 02- 27","31,965","32,155","32,300","31,780","148.09K","-0.03%"
"2024- 02- 26","31,975","32,075","32,240","31,845","197.19K","1.43%"
"2024- 02- 23","31,525","31,035","32,105","31,030","334.18K","2.17%"
"2024- 02- 22","30,855","30,920","31,275","30,545","67.58K","-0.45%"
"2024- 02- 21","30,995","31,165","31,230","30,840","59.24K","0.27%"
"2024- 02- 20","30,910","30,935","31,160","30,835","104.82K","-0.08%"
"2024- 02- 19","30,935","30,500","31,060","30,440","121.70K","1.69%"
"2024- 02- 16","30,420","30,305","30,490","30,190","49.01K","0.63%"
"2024- 02- 15","30,230","30,590","30,590","30,175","54.90K","-0.80%"
"2024- 02- 14","30,475","30,375","30,630","30,195","97.40K","-1.15%"
"2024- 02- 13","30,830","30,050","30,830","30,000","68.59K","2.77%"
"2024- 02- 08","30,000","30,120","30,315","29,825","83.08K","-0.43%"
"2024- 02- 07","30,130","30,315","30,635","30,060","117.88K","-0.56%"
"2024- 02- 06","30,300","30,070","30,305","29,835","56.73K","0.83%"
"2024- 02- 05","30,050","30,385","30,425","29,935","53.79K","-1.26%"
"2024- 02- 02","30,435","29,460","30,435","29,460","82.84K","3.33%"
"2024- 02- 01","29,455","29,520","29,650","28,960","101.90K","-1.12%"
"2024- 01- 31","29,790","30,175","30,175","29,620","55.84K","-1.28%"
"2024- 01- 30","30,175","30,045","30,195","29,805","49.83K","1.62%"
"2024- 01- 29","29,695","29,970","30,690","29,610","210.64K","0.02%"
"2024- 01- 26","29,690","29,030","29,825","28,840","61.77K","2.03%"
"2024- 01- 25","29,100","28,865","29,210","28,705","55.55K","0.88%"
"2024- 01- 24","28,845","29,335","29,335","28,825","34.06K","-1.69%"
"2024- 01- 23","29,340","29,320","29,670","29,005","101.10K","0.72%"
"2024- 01- 22","29,130","28,730","29,275","28,540","84.84K","2.25%"
"2024- 01- 19","28,490","28,850","29,090","28,400","80.04K","-0.75%"
"2024- 01- 18","28,705","28,905","29,230","28,615","83.92K","-0.61%"
"2024- 01- 17","28,880","29,830","29,830","28,770","112.99K","-3.22%"
"2024- 01- 16","29,840","30,045","30,235","29,500","164.84K","0.40%"
"2024- 01- 15","29,720","30,385","30,435","29,635","88.07K","-2.14%"
"2024- 01- 12","30,370","30,570","30,880","30,220","155.64K","-2.02%"
"2024- 01- 11","30,995","31,120","31,330","30,480","143.76K","-0.31%"
"2024- 01- 10","31,090","31,115","31,240","30,820","68.34K","-0.16%"
"2024- 01- 09","31,140","31,020","31,390","30,995","207.83K","1.71%"
"2024- 01- 08","30,615","31,320","31,455","30,615","157.30K","-2.20%"
"2024- 01- 05","31,305","31,310","31,795","31,185","187.04K","-0.21%"
"2024- 01- 04","31,370","32,550","32,550","31,335","292.25K","-4.39%"
"2024- 01- 03","32,810","32,695","32,910","32,350","357.93K","-0.08%"
"2024- 01- 02","32,835","31,360","33,130","31,360","478.37K","4.75%"
"2023- 12- 28","31,345","30,450","31,345","30,390","166.37K","2.94%"
"2023- 12- 27","30,450","30,075","30,740","30,070","236.41K","1.53%"
"2023- 12- 26","29,990","29,900","30,205","29,775","139.16K","0.93%"
"2023- 12- 22","29,715","29,485","29,955","29,485","250.38K","0.99%"
"2023- 12- 21","29,425","29,050","29,580","29,050","189.68K","0.63%"
"2023- 12- 20","29,240","28,790","29,450","28,725","561.95K","1.81%"
"2023- 12- 19","28,720","28,175","28,720","28,175","194.75K","1.39%"
"2023- 12- 18","28,325","28,070","28,410","28,045","62.50K","1.91%"
"2023- 12- 15","27,795","28,435","28,545","27,700","44.03K","-2.25%"
"2023- 12- 14","28,435","28,150","28,540","28,060","186.44K","2.10%"
"2023- 12- 13","27,850","28,135","28,150","27,720","57.37K","-1.19%"
"2023- 12- 12","28,185","27,815","28,320","27,815","177.26K","1.09%"
"2023- 12- 11","27,880","27,450","27,880","27,450","55.09K","1.68%"
"2023- 12- 08","27,420","26,915","27,420","26,815","55.64K","2.37%"
"2023- 12- 07","26,785","26,800","27,015","26,700","25.98K","-0.35%"
"2023- 12- 06","26,880","27,140","27,175","26,880","33.91K","-0.96%"
"2023- 12- 05","27,140","26,970","27,250","26,895","29.84K","0.48%"
"2023- 12- 04","27,010","27,240","27,240","26,910","22.31K","-0.55%"
"2023- 12- 01","27,160","27,220","27,440","27,120","28.39K","-0.29%"
"2023- 11- 30","27,240","26,975","27,240","26,970","261.77K","0.24%"
"2023- 11- 29","27,175","27,365","27,515","27,075","54.12K","-1.31%"
"2023- 11- 28","27,535","27,040","27,535","27,030","44.95K","1.83%"
"2023- 11- 27","27,040","27,170","27,410","26,845","85.86K","-1.19%"
"2023- 11- 24","27,365","27,710","27,770","27,220","104.96K","-1.26%"
"2023- 11- 23","27,715","27,500","27,750","27,410","56.44K","0.86%"
"2023- 11- 22","27,480","27,395","27,620","27,280","67.68K","-0.34%"
"2023- 11- 21","27,575","27,340","27,610","27,265","73.83K","0.88%"
"2023- 11- 20","27,335","27,100","27,335","27,000","71.17K","0.94%"
"2023- 11- 17","27,080","27,190","27,315","27,015","72.68K","-0.46%"
"2023- 11- 16","27,205","27,155","27,255","26,970","52.94K","-0.02%"
"2023- 11- 15","27,210","26,865","27,210","26,700","67.77K","2.80%"
"2023- 11- 14","26,470","26,275","26,600","26,275","50.69K","1.32%"
"2023- 11- 13","26,125","26,555","26,670","26,040","34.71K","-1.45%"
"2023- 11- 10","26,510","26,435","26,680","26,285","31.34K","-0.28%"
"2023- 11- 09","26,585","26,845","26,945","26,585","34.71K","-0.77%"
"2023- 11- 08","26,790","26,850","27,095","26,720","109.78K","0.39%"
"2023- 11- 07","26,685","27,100","27,110","26,365","116.46K","-0.93%"
"2023- 11- 06","26,935","25,950","26,935","25,850","87.66K","5.26%"
"2023- 11- 03","25,590","25,700","25,700","25,315","32.32K","0.04%"
"2023- 11- 02","25,580","25,175","25,610","25,175","32.94K","2.42%"
"2023- 11- 01","24,975","24,990","25,055","24,825","17.05K","0.44%"
"2023- 10- 31","24,865","25,045","25,215","24,755","26.93K","-0.80%"
"2023- 10- 30","25,065","24,835","25,180","24,835","30.03K","0.28%"
"2023- 10- 27","24,995","24,970","25,225","24,730","29.72K","0.46%"
"2023- 10- 26","24,880","24,650","24,985","24,570","30.35K","-0.58%"
"2023- 10- 25","25,025","25,170","25,270","24,860","41.79K","-0.87%"
"2023- 10- 24","25,245","24,465","25,250","24,395","92.24K","3.38%"
"2023- 10- 23","24,420","24,420","24,700","24,160","73.29K","-0.12%"
"2023- 10- 20","24,450","24,310","24,700","24,175","72.77K","-0.43%"
"2023- 10- 19","24,555","24,630","24,995","24,495","79.81K","-1.50%"
"2023- 10- 18","24,930","25,770","25,770","24,920","150.22K","-3.88%"
"2023- 10- 17","25,935","26,010","26,210","25,845","34.07K","-0.21%"
"2023- 10- 16","25,990","25,960","26,115","25,800","55.08K","-0.63%"
"2023- 10- 13","26,155","26,460","26,465","26,020","33.42K","-1.56%"
"2023- 10- 12","26,570","26,430","26,610","26,270","18.57K","0.76%"
"2023- 10- 11","26,370","26,400","26,480","26,230","26.27K","1.21%"
"2023- 10- 10","26,055","26,360","26,800","25,955","48.15K","-0.69%"
"2023- 10- 06","26,235","25,700","26,405","25,675","60.12K","3.17%"
"2023- 10- 05","25,430","25,800","26,270","25,430","55.58K","-1.09%"
"2023- 10- 04","25,710","26,030","26,100","25,580","129.44K","-2.22%"
"2023- 10- 03","26,295","26,295","26,295","26,295","","0.00%"
"2023- 09- 27","26,295","25,530","26,330","25,525","127.46K","2.53%"
"2023- 09- 26","25,645","26,160","26,160","25,630","78.99K","-1.84%"
"2023- 09- 25","26,125","26,135","26,390","26,065","22.40K","-0.48%"
"2023- 09- 22","26,250","26,250","26,445","26,140","31.92K","-1.15%"
"2023- 09- 21","26,555","26,895","27,040","26,450","112.65K","-1.94%"
"2023- 09- 20","27,080","27,500","27,500","26,955","55.71K","-1.80%"
"2023- 09- 19","27,575","27,605","27,800","27,480","79.87K","-0.13%"
"2023- 09- 18","27,610","27,520","27,910","27,520","34.51K","-0.07%"
"2023- 09- 15","27,630","27,635","27,740","27,500","67.40K","-0.34%"
"2023- 09- 14","27,725","27,480","27,725","27,395","33.84K","1.26%"
"2023- 09- 13","27,380","27,660","27,820","27,340","111.90K","-1.03%"
"2023- 09- 12","27,665","28,185","28,315","27,660","192.57K","-1.65%"
"2023- 09- 11","28,130","27,450","28,130","27,395","196.37K","2.70%"
"2023- 09- 08","27,390","26,910","27,390","26,905","53.98K","1.88%"
"2023- 09- 07","26,885","26,975","27,330","26,815","54.77K","-0.57%"
"2023- 09- 06","27,040","26,790","27,130","26,785","67.28K","0.54%"
"2023- 09- 05","26,895","26,660","26,905","26,590","26.72K","0.98%"
"2023- 09- 04","26,635","26,585","26,675","26,430","19.23K","0.11%"
"2023- 09- 01","26,605","27,195","27,195","26,540","57.31K","-1.39%"
"2023- 08- 31","26,980","27,345","27,440","26,950","50.23K","-0.90%"
"2023- 08- 30","27,225","27,190","27,270","27,020","48.77K","0.65%"
"2023- 08- 29","27,050","26,710","27,075","26,640","42.35K","2.00%"
"2023- 08- 28","26,520","26,905","27,020","26,355","118.41K","-0.93%"
"2023- 08- 25","26,770","26,645","26,960","26,645","33.58K","-0.45%"
"2023- 08- 24","26,890","26,515","26,970","26,455","539.19K","1.32%"
"2023- 08- 23","26,540","26,705","26,945","26,400","69.73K","-0.60%"
"2023- 08- 22","26,700","26,915","27,070","26,590","236.20K","-0.82%"
"2023- 08- 21","26,920","26,885","27,320","26,880","81.93K","0.09%"
"2023- 08- 18","26,895","27,195","27,600","26,845","117.05K","0.20%"
"2023- 08- 17","26,840","27,175","27,300","26,740","115.35K","-1.21%"
"2023- 08- 16","27,170","27,615","27,630","27,110","106.20K","-2.79%"
"2023- 08- 14","27,950","28,375","28,375","27,795","143.50K","-1.50%"
"2023- 08- 11","28,375","28,420","28,485","28,100","137.99K","-0.12%"
"2023- 08- 10","28,410","28,050","28,455","27,890","236.59K","1.03%"
"2023- 08- 09","28,120","27,095","28,265","27,085","714.63K","4.11%"
"2023- 08- 08","27,010","27,305","27,355","26,865","94.76K","-1.06%"
"2023- 08- 07","27,300","27,595","27,935","27,255","149.61K","-1.07%"
"2023- 08- 04","27,595","27,815","27,845","27,330","130.50K","-0.23%"
"2023- 08- 03","27,660","26,600","27,740","26,600","217.11K","3.38%"
"2023- 08- 02","26,755","27,460","27,460","26,575","147.19K","-2.23%"
"2023- 08- 01","27,365","26,785","27,505","26,785","244.02K","2.36%"
"2023- 07- 31","26,735","26,420","26,830","26,280","79.30K","1.35%"
"2023- 07- 28","26,380","26,240","26,470","26,050","88.34K","0.53%"
"2023- 07- 27","26,240","25,310","26,390","25,310","88.87K","3.86%"
"2023- 07- 26","25,265","25,810","25,810","24,970","193.06K","-2.11%"
"2023- 07- 25","25,810","26,155","26,290","25,760","132.51K","-1.56%"
"2023- 07- 24","26,220","27,115","27,115","26,030","109.38K","-2.55%"
"2023- 07- 21","26,905","26,475","27,140","26,400","198.41K","1.78%"
